,Unnamed: 0,path,speakerId,transcription,action,object,location
46,541,wavs/speakers/7B4XmNppyrCK977p/5668c2c0-45c9-11e9-8ec0-7bf21d1cfe30.wav,7B4XmNppyrCK977p,Turn on the bathroom lights,activate,lights,washroom
47,20830,wavs/speakers/xwzgmmv5ZOiVaxXz/ab5db430-453c-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Could you decrease the heating please?,decrease,heat,none
48,12912,wavs/speakers/neaPN7GbBEUex8rV/32ad63a0-45d7-11e9-81ce-69b74fd7e64e.wav,neaPN7GbBEUex8rV,Stop music,deactivate,music,none
49,13761,wavs/speakers/oRrwPDNPlAieQr8Q/a4e16f80-4518-11e9-9035-7943ec3b842a.wav,oRrwPDNPlAieQr8Q,Put on the music,activate,music,none
50,2739,wavs/speakers/NgXwdx5KkZI5GRWa/6bb2bf40-45e3-11e9-81ce-69b74fd7e64e.wav,NgXwdx5KkZI5GRWa,Kitchen lights on,activate,lights,kitchen
51,649,wavs/speakers/8B9N9jOOXGUordVG/899e2c30-45e6-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Could you decrease the heating please?,decrease,heat,none
52,12396,wavs/speakers/n5XllaB4gZFwZXkBz/b9407e70-45f0-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,Decrease the temperature in the kitchen,decrease,heat,kitchen
53,13992,wavs/speakers/oRrwPDNPlAieQr8Q/a3ee1530-4520-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Could you increase the heating please?,increase,heat,none
54,11507,wavs/speakers/M4ybygBlWqImBn9oZ/d96ace30-454b-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Bring me my shoes,bring,shoes,none
55,15740,wavs/speakers/R3mexpM2YAtdPbL7/87a58900-4500-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Stop,deactivate,music,none
56,21898,wavs/speakers/zaEBPeMY4NUbDnZy/dc099bc0-44d9-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Turn on the washroom lights,activate,lights,washroom
57,19398,wavs/speakers/xPZw23VxroC3N34k/c0f76c10-450e-11e9-9539-7f047cfe24d1.wav,xPZw23VxroC3N34k,"I need to hear this, increase the volume",increase,volume,none
58,8037,wavs/speakers/G3QxQd7qGRuXAZda/75a86450-45e8-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn the lamp on,activate,lamp,none
59,8794,wavs/speakers/gvKeNY2D3Rs2jRdL/bb90ad70-4597-11e9-bf4b-216bfa333ac2.wav,gvKeNY2D3Rs2jRdL,Bring me my shoes,bring,shoes,none
60,23085,wavs/speakers/zZezMeg5XvcbRdg3/fc9ad5a0-45df-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Bring the newspaper,bring,newspaper,none
61,1157,wavs/speakers/D4jGxZ7KamfVo4E2V/b1e01e80-45d0-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Turn down the temperature in the kitchen,decrease,heat,kitchen
62,1217,wavs/speakers/D4jGxZ7KamfVo4E2V/416e7470-45d1-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Set language to Chinese,change language,Chinese,none
63,22821,wavs/speakers/zZezMeg5XvcbRdg3/1ec46270-45d8-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Turn down the heat in the washroom,decrease,heat,washroom
64,4521,wavs/speakers/AY5e3mMgZkIyG3Ox/dea29590-446a-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Bedroom lights off,deactivate,lights,bedroom
65,5902,wavs/speakers/d3erpmyk9yFlVyrZ/9decb810-4608-11e9-bc65-55b32b211b66.wav,d3erpmyk9yFlVyrZ,Decrease the temperature,decrease,heat,none
66,2362,wavs/speakers/mj4BWeRbp7ildyB9d/0176e7a0-452f-11e9-b1e4-e5985dca719e.wav,mj4BWeRbp7ildyB9d,Decrease the heating,decrease,heat,none
67,7141,wavs/speakers/EExgNZ9dvgTE3928/793c9580-4612-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Switch off the lamp,deactivate,lamp,none
68,5202,wavs/speakers/BvyakyrDmQfWEABb/36e455c0-4607-11e9-bc65-55b32b211b66.wav,BvyakyrDmQfWEABb,Turn the lights on in the kitchen,activate,lights,kitchen
69,3187,wavs/speakers/V4ejqNL4xbUKkYrV/1d6f3ae0-45a5-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,Could you increase the heating please?,increase,heat,none
70,10687,wavs/speakers/kxgXN97ALmHbaezp/4b323230-4464-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Turn off the lamp,deactivate,lamp,none
71,3198,wavs/speakers/V4ejqNL4xbUKkYrV/34b2e350-45a5-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,Turn up the temperature in the bedroom,increase,heat,bedroom
72,3878,wavs/speakers/anvKyBjB5OiP5dYZ/a4331000-4579-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Lights on in the bathroom,activate,lights,washroom
73,11686,wavs/speakers/M4ybygBlWqImBn9oZ/ad0ffd70-454f-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Bathroom heat up,increase,heat,washroom
74,3470,wavs/speakers/9Gmnwa5W9PIwaoKq/ddf464a0-45b1-11e9-bf4b-216bfa333ac2.wav,9Gmnwa5W9PIwaoKq,"It’s too loud, turn it down",decrease,volume,none
75,13907,wavs/speakers/oRrwPDNPlAieQr8Q/6c6303e0-451c-11e9-9035-7943ec3b842a.wav,oRrwPDNPlAieQr8Q,Turn the heat down,decrease,heat,none
76,5266,wavs/speakers/BvyakyrDmQfWEABb/464137c0-4609-11e9-bc65-55b32b211b66.wav,BvyakyrDmQfWEABb,Lower the volume,decrease,volume,none
77,2762,wavs/speakers/8e5qRjN7dGuovkRY/e4c01160-459f-11e9-bf4b-216bfa333ac2.wav,8e5qRjN7dGuovkRY,Turn the kitchen lights on,activate,lights,kitchen
78,16605,wavs/speakers/RjDBre8jzzhdr4YL/a61388c0-4419-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Louder phone,increase,volume,none
79,16379,wavs/speakers/RjDBre8jzzhdr4YL/392b4d30-4412-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Increase the volume,increase,volume,none
80,2643,wavs/speakers/8e5qRjN7dGuovkRY/8513fde0-459e-11e9-bf4b-216bfa333ac2.wav,8e5qRjN7dGuovkRY,Turn down the washroom temperature,decrease,heat,washroom
81,15137,wavs/speakers/qNY4Qwveojc8jlm4/ea363190-44cf-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Switch the lights off in the kitchen,deactivate,lights,kitchen
82,2194,wavs/speakers/mj4BWeRbp7ildyB9d/6b69ce70-452a-11e9-a843-8db76f4b5e29.wav,mj4BWeRbp7ildyB9d,Set my phone's language to German,change language,German,none
83,61,wavs/speakers/2BqVo8kVB2Skwgyb/35fdd530-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,I need volume,increase,volume,none
84,817,wavs/speakers/52XVOeXMXYuaElyw/76d47620-45c5-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Turn the lights on,activate,lights,none
85,8039,wavs/speakers/G3QxQd7qGRuXAZda/79957d00-45e8-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn off the lamp,deactivate,lamp,none
86,986,wavs/speakers/52XVOeXMXYuaElyw/84c56c10-45c7-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Turn down the heat in the washroom,decrease,heat,washroom
87,21943,wavs/speakers/zaEBPeMY4NUbDnZy/54d9d780-44db-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,"I couldn't hear anything, turn up the volume",increase,volume,none
88,8029,wavs/speakers/G3QxQd7qGRuXAZda/65e7cc90-45e8-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn off the music,deactivate,music,none
89,5184,wavs/speakers/BvyakyrDmQfWEABb/08130390-4607-11e9-bc65-55b32b211b66.wav,BvyakyrDmQfWEABb,Turn the heat down,decrease,heat,none
90,9701,wavs/speakers/jgxq52DoPpsR9ZRx/c36456f0-451a-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Increase the heating in the kitchen,increase,heat,kitchen
91,13966,wavs/speakers/oRrwPDNPlAieQr8Q/3a610e60-4520-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Increase the sound,increase,volume,none
92,12398,wavs/speakers/n5XllaB4gZFwZXkBz/c1587c20-45f0-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,Turn down the temperature in the bedroom,decrease,heat,bedroom
93,12716,wavs/speakers/n5XllaB4gZFwZXkBz/785f8220-45f5-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,I need to practice my Chinese. Switch the language,change language,Chinese,none
94,451,wavs/speakers/7NqqnAOPVVSKnxyv/3cc7e340-4633-11e9-bc65-55b32b211b66.wav,7NqqnAOPVVSKnxyv,Bring me my socks,bring,socks,none
95,11628,wavs/speakers/M4ybygBlWqImBn9oZ/0164b1a0-454f-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Louder phone,increase,volume,none
96,11798,wavs/speakers/mor8vDGkaOHzLLWBp/a7c61910-453d-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Turn the heat up,increase,heat,none
97,15152,wavs/speakers/qNY4Qwveojc8jlm4/13ddf370-44d0-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Turn it up,increase,volume,none
98,5666,wavs/speakers/d2waAp3pEjiWgrDEY/73083f10-4519-11e9-9035-7943ec3b842a.wav,d2waAp3pEjiWgrDEY,Switch on the washroom lights,activate,lights,washroom
99,15720,wavs/speakers/R3mexpM2YAtdPbL7/4dbeb090-4500-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Turn the bedroom heat down,decrease,heat,bedroom
100,1648,wavs/speakers/5o9BvRGEGvhaeBwA/b4df3820-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,Switch off the lamp,deactivate,lamp,none
101,834,wavs/speakers/52XVOeXMXYuaElyw/b4796800-45c5-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Turn down the temperature,decrease,heat,none
102,182,wavs/speakers/7NqqnAOPVVSKnxyv/fee134d0-462f-11e9-bc65-55b32b211b66.wav,7NqqnAOPVVSKnxyv,Turn down the bathroom temperature,decrease,heat,washroom
103,3082,wavs/speakers/V4ejqNL4xbUKkYrV/49fe3070-45a0-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,Turn the volume down,decrease,volume,none
104,2418,wavs/speakers/ppymZZDb2Bf4NQnE/5e151d80-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Kitchen lights off,deactivate,lights,kitchen
105,1152,wavs/speakers/52XVOeXMXYuaElyw/77e37850-45c9-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,That's too quiet,increase,volume,none
106,13938,wavs/speakers/oRrwPDNPlAieQr8Q/e17d9fc0-451f-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Lights on in the bathroom,activate,lights,washroom
107,1620,wavs/speakers/NgQEvO2x7Vh3xy2xz/7552ffe0-45bd-11e9-8ec0-7bf21d1cfe30.wav,NgQEvO2x7Vh3xy2xz,Turn the lights off in the kitchen,deactivate,lights,kitchen
108,4001,wavs/speakers/anvKyBjB5OiP5dYZ/e4ca4a60-457a-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Turn the heat down in the bathroom,decrease,heat,washroom
109,10658,wavs/speakers/kxgXN97ALmHbaezp/0661ec90-4464-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Volume down,decrease,volume,none
110,18591,wavs/speakers/WYmlNV2rDkSaALOE/a045df80-4435-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Turn down the volume,decrease,volume,none
111,203,wavs/speakers/2BqVo8kVB2Skwgyb/7ee96810-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Reduce audio volume,decrease,volume,none
112,2866,wavs/speakers/8e5qRjN7dGuovkRY/0a763140-45a1-11e9-bf4b-216bfa333ac2.wav,8e5qRjN7dGuovkRY,Bathroom heat up,increase,heat,washroom
113,454,wavs/speakers/7NqqnAOPVVSKnxyv/4202ffc0-4633-11e9-bc65-55b32b211b66.wav,7NqqnAOPVVSKnxyv,Bring my socks,bring,socks,none
114,15756,wavs/speakers/R3mexpM2YAtdPbL7/ac6caa70-4500-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Bring socks,bring,socks,none
115,12950,wavs/speakers/nO2pPlZzv3IvOQoP2/7a143f10-44d9-11e9-a8b6-e96f2628bf65.wav,nO2pPlZzv3IvOQoP2,Turn the lights on in the kitchen,activate,lights,kitchen
116,3331,wavs/speakers/9EWlVBQo9rtqRYdy/9f2408f0-45ef-11e9-aa19-e96346c3828f.wav,9EWlVBQo9rtqRYdy,More heat,increase,heat,none
117,14013,wavs/speakers/oRrwPDNPlAieQr8Q/f76fa570-4520-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Increase the heating in the washroom,increase,heat,washroom
118,3353,wavs/speakers/V4ZbwLm9G5irobWn/c802b2b0-4524-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Switch on the lights in the bedroom,activate,lights,bedroom
119,3760,wavs/speakers/anvKyBjB5OiP5dYZ/c1702dd0-4577-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Play music,activate,music,none
120,1190,wavs/speakers/5BEzPgPKe8taG9OB/a1ee1720-457b-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Start the music,activate,music,none
121,1527,wavs/speakers/eBQAWmMg4gsLYLLa/e48e80b0-4508-11e9-9539-7f047cfe24d1.wav,eBQAWmMg4gsLYLLa,Lights on in the kitchen,activate,lights,kitchen
122,1050,wavs/speakers/52XVOeXMXYuaElyw/41d98160-45c8-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,I need to practice my German. Switch the language,change language,German,none
123,4928,wavs/speakers/AY5e3mMgZkIyG3Ox/4e95ce90-446f-11e9-a9a5-5dbec3b8816a.wav,AY5e3mMgZkIyG3Ox,Set my phone's language to Korean,change language,Korean,none
124,10938,wavs/speakers/kxgXN97ALmHbaezp/347565a0-4467-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Lights on in the bedroom,activate,lights,bedroom
125,5290,wavs/speakers/BvyakyrDmQfWEABb/a8032860-4609-11e9-bc65-55b32b211b66.wav,BvyakyrDmQfWEABb,Turn up the temperature in the bedroom,increase,heat,bedroom
126,5517,wavs/speakers/d2waAp3pEjiWgrDEY/c0f1a2e0-4512-11e9-9539-7f047cfe24d1.wav,d2waAp3pEjiWgrDEY,"It’s too loud, turn the volume down",decrease,volume,none
127,15367,wavs/speakers/R3mexpM2YAtdPbL7/ec1d3d10-44fb-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Turn the washroom lights on,activate,lights,washroom
128,6972,wavs/speakers/EExgNZ9dvgTE3928/0d642a00-4610-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,I can't hear that,increase,volume,none
129,11929,wavs/speakers/mor8vDGkaOHzLLWBp/daa9c9c0-453e-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Kitchen heat down,decrease,heat,kitchen
130,21222,wavs/speakers/YbmvamEWQ8faDPx2/b5b4eae0-45e9-11e9-b578-494a5b19ab8b.wav,YbmvamEWQ8faDPx2,Turn up the heat,increase,heat,none
131,4290,wavs/speakers/AvR9dePW88IynbaE/f4a43e80-4522-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Switch off the lights in the kitchen,deactivate,lights,kitchen
132,18604,wavs/speakers/WYmlNV2rDkSaALOE/b7dde980-4435-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Play,activate,music,none
133,12324,wavs/speakers/n5XllaB4gZFwZXkBz/6afe45e0-45ef-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,I need volume,increase,volume,none
134,1111,wavs/speakers/k5bqyxx2lzIbrlg9/57177660-4526-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,Turn the lamp off,deactivate,lamp,none
135,16445,wavs/speakers/RjDBre8jzzhdr4YL/48abee60-4415-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Decrease the heating,decrease,heat,none
136,17534,wavs/speakers/Rq9EA8dEeZcEwada2/650a29b0-45db-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Switch the bedroom lights on,activate,lights,bedroom
137,563,wavs/speakers/7B4XmNppyrCK977p/9f99ca70-45c9-11e9-8ec0-7bf21d1cfe30.wav,7B4XmNppyrCK977p,Turn sound up,increase,volume,none
138,846,wavs/speakers/8B9N9jOOXGUordVG/aac674a0-45e9-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Volume lower,decrease,volume,none
139,3719,wavs/speakers/anvKyBjB5OiP5dYZ/51398660-4577-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Bathroom heat up,increase,heat,washroom
140,21086,wavs/speakers/Xygv5loxdZtrywr9/7fb40d00-452a-11e9-a843-8db76f4b5e29.wav,Xygv5loxdZtrywr9,Turn off the lights in the bedroom,deactivate,lights,bedroom
141,2634,wavs/speakers/ppymZZDb2Bf4NQnE/56534ec0-44f4-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Lights on in the kitchen,activate,lights,kitchen
142,20559,wavs/speakers/xwzgmmv5ZOiVaxXz/d45fe510-452d-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Increase the sound,increase,volume,none
143,17719,wavs/speakers/Rq9EA8dEeZcEwada2/b2c191f0-45dd-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,I need to practice my German. Switch the language,change language,German,none
144,4059,wavs/speakers/anvKyBjB5OiP5dYZ/7a2f3980-457b-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,I need to practice my English. Switch the language,change language,English,none
