,path,speakerId,transcription,action,object,location
13,wavs/speakers/2BqVo8kVB2Skwgyb/7d87b200-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the heat down,decrease,heat,none
14,wavs/speakers/2BqVo8kVB2Skwgyb/8070ef40-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn off the music,deactivate,music,none
15,wavs/speakers/2BqVo8kVB2Skwgyb/82e4fc80-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Stop the music,deactivate,music,none
16,wavs/speakers/2BqVo8kVB2Skwgyb/870ef720-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Put on the music,activate,music,none
17,wavs/speakers/2BqVo8kVB2Skwgyb/892a8420-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Play the music,activate,music,none
18,wavs/speakers/2BqVo8kVB2Skwgyb/8b443c60-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Start the music,activate,music,none
19,wavs/speakers/2BqVo8kVB2Skwgyb/8ddd36c0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn on the lamp,activate,lamp,none
20,wavs/speakers/2BqVo8kVB2Skwgyb/907594e0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the lamp,activate,lamp,none
21,wavs/speakers/2BqVo8kVB2Skwgyb/95528bd0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lamp on,activate,lamp,none
22,wavs/speakers/2BqVo8kVB2Skwgyb/97bc86f0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn off the lamp,deactivate,lamp,none
23,wavs/speakers/2BqVo8kVB2Skwgyb/9a76ec00-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the lamp off,deactivate,lamp,none
24,wavs/speakers/2BqVo8kVB2Skwgyb/9f2de460-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lamp off,deactivate,lamp,none
25,wavs/speakers/2BqVo8kVB2Skwgyb/a50986a0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn on the kitchen lights,activate,lights,kitchen
26,wavs/speakers/2BqVo8kVB2Skwgyb/a7f64650-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the kitchen lights,activate,lights,kitchen
27,wavs/speakers/2BqVo8kVB2Skwgyb/ab6380a0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the lights on in the kitchen,activate,lights,kitchen
28,wavs/speakers/2BqVo8kVB2Skwgyb/ae75f0c0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the lights in the kitchen,activate,lights,kitchen
29,wavs/speakers/2BqVo8kVB2Skwgyb/b134c2a0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lights on in the kitchen,activate,lights,kitchen
30,wavs/speakers/2BqVo8kVB2Skwgyb/b3bc30d0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Kitchen lights on,activate,lights,kitchen
31,wavs/speakers/2BqVo8kVB2Skwgyb/b705dd90-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch the kitchen lights on,activate,lights,kitchen
32,wavs/speakers/2BqVo8kVB2Skwgyb/ba56dd50-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the kitchen lights on,activate,lights,kitchen
33,wavs/speakers/2BqVo8kVB2Skwgyb/bdb76d70-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn on the lights in the bedroom,activate,lights,bedroom
34,wavs/speakers/2BqVo8kVB2Skwgyb/c406e020-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the lights in the bedroom,activate,lights,bedroom
35,wavs/speakers/2BqVo8kVB2Skwgyb/d00084d0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn on the washroom lights,activate,lights,washroom
36,wavs/speakers/2BqVo8kVB2Skwgyb/d3421b40-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the washroom lights on,activate,lights,washroom
37,wavs/speakers/2BqVo8kVB2Skwgyb/d651cc40-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the washroom lights,activate,lights,washroom
38,wavs/speakers/2BqVo8kVB2Skwgyb/d91d4850-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lights on in the washroom,activate,lights,washroom
39,wavs/speakers/2BqVo8kVB2Skwgyb/dbc006b0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Washroom lights on,activate,lights,washroom
40,wavs/speakers/2BqVo8kVB2Skwgyb/dead3b90-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn on the bathroom lights,activate,lights,washroom
41,wavs/speakers/2BqVo8kVB2Skwgyb/e1c74cd0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the bathroom lights on,activate,lights,washroom
42,wavs/speakers/2BqVo8kVB2Skwgyb/e497d1f0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch on the bathroom lights,activate,lights,washroom
43,wavs/speakers/2BqVo8kVB2Skwgyb/e743df20-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lights on in the bathroom,activate,lights,washroom
44,wavs/speakers/2BqVo8kVB2Skwgyb/e9fe9250-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bathroom lights on,activate,lights,washroom
45,wavs/speakers/2BqVo8kVB2Skwgyb/ecdad740-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch the lights off,deactivate,lights,none
46,wavs/speakers/2BqVo8kVB2Skwgyb/f3a3bfb0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the lights off in the kitchen,deactivate,lights,kitchen
47,wavs/speakers/2BqVo8kVB2Skwgyb/f6d99650-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch off the lights in the kitchen,deactivate,lights,kitchen
48,wavs/speakers/2BqVo8kVB2Skwgyb/fa2dca60-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch the lights off in the kitchen,deactivate,lights,kitchen
49,wavs/speakers/2BqVo8kVB2Skwgyb/ffc2c6b0-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Kitchen lights off,deactivate,lights,kitchen
50,wavs/speakers/2BqVo8kVB2Skwgyb/063aa8f0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the bedroom lights off,deactivate,lights,bedroom
51,wavs/speakers/2BqVo8kVB2Skwgyb/0cd666e0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch the bedroom lights off,deactivate,lights,bedroom
52,wavs/speakers/2BqVo8kVB2Skwgyb/1288d640-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bedroom lights off,deactivate,lights,bedroom
53,wavs/speakers/2BqVo8kVB2Skwgyb/183f6450-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch off the washroom lights,deactivate,lights,washroom
54,wavs/speakers/2BqVo8kVB2Skwgyb/1b40e480-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lights off in the washroom,deactivate,lights,washroom
55,wavs/speakers/2BqVo8kVB2Skwgyb/1dfa1110-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Washroom lights off,deactivate,lights,washroom
56,wavs/speakers/2BqVo8kVB2Skwgyb/256b2060-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn it up,increase,volume,none
57,wavs/speakers/2BqVo8kVB2Skwgyb/2bf9e600-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Volume max,increase,volume,none
58,wavs/speakers/2BqVo8kVB2Skwgyb/2e4b5010-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Louder please,increase,volume,none
59,wavs/speakers/2BqVo8kVB2Skwgyb/30e3d540-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the volume,increase,volume,none
60,wavs/speakers/2BqVo8kVB2Skwgyb/33a69ec0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the sound volume,increase,volume,none
61,wavs/speakers/2BqVo8kVB2Skwgyb/35fdd530-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,I need volume,increase,volume,none
62,wavs/speakers/2BqVo8kVB2Skwgyb/3acc7440-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Louder phone,increase,volume,none
63,wavs/speakers/2BqVo8kVB2Skwgyb/4b14b290-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"I need to hear this, increase the volume",increase,volume,none
64,wavs/speakers/2BqVo8kVB2Skwgyb/4f754d90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"I couldn't hear anything, turn up the volume",increase,volume,none
65,wavs/speakers/2BqVo8kVB2Skwgyb/54942f80-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"This video sound is too low, turn up the volume",increase,volume,none
66,wavs/speakers/2BqVo8kVB2Skwgyb/5fa289d0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn sound down,decrease,volume,none
67,wavs/speakers/2BqVo8kVB2Skwgyb/623cbcb0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease audio volume,decrease,volume,none
68,wavs/speakers/2BqVo8kVB2Skwgyb/64d89d40-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Reduce audio volume,decrease,volume,none
69,wavs/speakers/2BqVo8kVB2Skwgyb/69445bd0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Quieter,decrease,volume,none
70,wavs/speakers/2BqVo8kVB2Skwgyb/6bfc4fe0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Volume mute,decrease,volume,none
71,wavs/speakers/2BqVo8kVB2Skwgyb/6ece82b0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Lower the volume,decrease,volume,none
72,wavs/speakers/2BqVo8kVB2Skwgyb/769cf440-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease sound levels,decrease,volume,none
73,wavs/speakers/2BqVo8kVB2Skwgyb/78895af0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Too loud,decrease,volume,none
74,wavs/speakers/2BqVo8kVB2Skwgyb/7ad87b10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,That’s too loud,decrease,volume,none
75,wavs/speakers/2BqVo8kVB2Skwgyb/7d5d7840-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Far too loud,decrease,volume,none
76,wavs/speakers/2BqVo8kVB2Skwgyb/8554a780-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"It’s too loud, turn it down",decrease,volume,none
77,wavs/speakers/2BqVo8kVB2Skwgyb/894c6e90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,"It’s too loud, turn the volume down",decrease,volume,none
78,wavs/speakers/2BqVo8kVB2Skwgyb/8c300680-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the temperature,increase,heat,none
79,wavs/speakers/2BqVo8kVB2Skwgyb/8f0c4b70-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the heating,increase,heat,none
80,wavs/speakers/2BqVo8kVB2Skwgyb/96357c50-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Could you increase the heating please?,increase,heat,none
81,wavs/speakers/2BqVo8kVB2Skwgyb/98c88340-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Make it hotter,increase,heat,none
82,wavs/speakers/2BqVo8kVB2Skwgyb/9ae5e500-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,More heat,increase,heat,none
83,wavs/speakers/2BqVo8kVB2Skwgyb/9da79d10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Heat up,increase,heat,none
84,wavs/speakers/2BqVo8kVB2Skwgyb/a9b9d2d0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the kitchen temperature up,increase,heat,kitchen
85,wavs/speakers/2BqVo8kVB2Skwgyb/ad5b6390-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the temperature in the kitchen,increase,heat,kitchen
86,wavs/speakers/2BqVo8kVB2Skwgyb/b0acff90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the heating in the kitchen,increase,heat,kitchen
87,wavs/speakers/2BqVo8kVB2Skwgyb/b54aa390-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the heat in the kitchen,increase,heat,kitchen
88,wavs/speakers/2BqVo8kVB2Skwgyb/bf3e8d30-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the temperature in the bedroom,increase,heat,bedroom
89,wavs/speakers/2BqVo8kVB2Skwgyb/c35267c0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the temperature in the bedroom up,increase,heat,bedroom
90,wavs/speakers/2BqVo8kVB2Skwgyb/c6a16bb0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the bedroom heat,increase,heat,bedroom
91,wavs/speakers/2BqVo8kVB2Skwgyb/ccf5c060-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bedroom heat up,increase,heat,bedroom
92,wavs/speakers/2BqVo8kVB2Skwgyb/d06da910-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the temperature in the bedroom,increase,heat,bedroom
93,wavs/speakers/2BqVo8kVB2Skwgyb/d3d2f420-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the heating in the bedroom,increase,heat,bedroom
94,wavs/speakers/2BqVo8kVB2Skwgyb/d6f17230-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the washroom temperature,increase,heat,washroom
95,wavs/speakers/2BqVo8kVB2Skwgyb/e46de650-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Washroom heat up,increase,heat,washroom
96,wavs/speakers/2BqVo8kVB2Skwgyb/e7ff7180-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the temperature in the washroom,increase,heat,washroom
97,wavs/speakers/2BqVo8kVB2Skwgyb/eef165c0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the bathroom temperature,increase,heat,washroom
98,wavs/speakers/2BqVo8kVB2Skwgyb/f268d940-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the temperature up in the bathroom,increase,heat,washroom
99,wavs/speakers/2BqVo8kVB2Skwgyb/f56d1890-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn up the heat in the bathroom,increase,heat,washroom
100,wavs/speakers/2BqVo8kVB2Skwgyb/f8966c10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the heat up in the bathroom,increase,heat,washroom
101,wavs/speakers/2BqVo8kVB2Skwgyb/fb19bb90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bathroom heat up,increase,heat,washroom
102,wavs/speakers/2BqVo8kVB2Skwgyb/fed7fc10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the temperature in the bathroom,increase,heat,washroom
103,wavs/speakers/2BqVo8kVB2Skwgyb/029f6450-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Increase the heating in the bathroom,increase,heat,washroom
104,wavs/speakers/2BqVo8kVB2Skwgyb/07858300-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Less heat,decrease,heat,none
105,wavs/speakers/2BqVo8kVB2Skwgyb/09bd4a90-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Heat down,decrease,heat,none
106,wavs/speakers/2BqVo8kVB2Skwgyb/120de470-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Could you decrease the heating?,decrease,heat,none
107,wavs/speakers/2BqVo8kVB2Skwgyb/1da8c750-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the kitchen temperature down,decrease,heat,kitchen
108,wavs/speakers/2BqVo8kVB2Skwgyb/2485d400-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the heat down in the kitchen,decrease,heat,kitchen
109,wavs/speakers/2BqVo8kVB2Skwgyb/27565920-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Kitchen heat down,decrease,heat,kitchen
110,wavs/speakers/2BqVo8kVB2Skwgyb/2ac01100-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the temperature in the kitchen,decrease,heat,kitchen
111,wavs/speakers/2BqVo8kVB2Skwgyb/3892bb70-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn down the bedroom heat,decrease,heat,bedroom
112,wavs/speakers/2BqVo8kVB2Skwgyb/3cc8eb10-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the bedroom heat down,decrease,heat,bedroom
113,wavs/speakers/2BqVo8kVB2Skwgyb/3f830200-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bedroom heat down,decrease,heat,bedroom
114,wavs/speakers/2BqVo8kVB2Skwgyb/4340a640-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the temperature in the bedroom,decrease,heat,bedroom
115,wavs/speakers/2BqVo8kVB2Skwgyb/46da20b0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the heating in the bedroom,decrease,heat,bedroom
116,wavs/speakers/2BqVo8kVB2Skwgyb/4e922410-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the temperature down in the washroom,decrease,heat,washroom
117,wavs/speakers/2BqVo8kVB2Skwgyb/5287c840-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn down the heat in the washroom,decrease,heat,washroom
118,wavs/speakers/2BqVo8kVB2Skwgyb/5d319460-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the heating in the washroom,decrease,heat,washroom
119,wavs/speakers/2BqVo8kVB2Skwgyb/63cb7d90-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn down the bathroom temperature,decrease,heat,washroom
120,wavs/speakers/2BqVo8kVB2Skwgyb/6a97c160-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn down the heat in the bathroom,decrease,heat,washroom
121,wavs/speakers/2BqVo8kVB2Skwgyb/6e121b10-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the heat down in the bathroom,decrease,heat,washroom
122,wavs/speakers/2BqVo8kVB2Skwgyb/71c5ad30-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the temperature in the bathroom,decrease,heat,washroom
123,wavs/speakers/2BqVo8kVB2Skwgyb/75407c10-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Decrease the heating in the bathroom,decrease,heat,washroom
124,wavs/speakers/2BqVo8kVB2Skwgyb/78265df0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bathroom heat down,decrease,heat,washroom
125,wavs/speakers/2BqVo8kVB2Skwgyb/7aa65210-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Pause music,deactivate,music,none
126,wavs/speakers/2BqVo8kVB2Skwgyb/7ec688b0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Stop,deactivate,music,none
127,wavs/speakers/2BqVo8kVB2Skwgyb/8b048960-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Get me the newspaper,bring,newspaper,none
128,wavs/speakers/2BqVo8kVB2Skwgyb/8e8599d0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bring the newspaper,bring,newspaper,none
129,wavs/speakers/2BqVo8kVB2Skwgyb/96d71e10-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Fetch the newspaper,bring,newspaper,none
130,wavs/speakers/2BqVo8kVB2Skwgyb/9e9059f0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bring some juice,bring,juice,none
131,wavs/speakers/2BqVo8kVB2Skwgyb/ac4fca80-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Bring socks,bring,socks,none
132,wavs/speakers/2BqVo8kVB2Skwgyb/b1dcd790-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Go get me my socks,bring,socks,none
133,wavs/speakers/2BqVo8kVB2Skwgyb/b47c1380-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Fetch my socks,bring,socks,none
134,wavs/speakers/2BqVo8kVB2Skwgyb/ce762960-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Switch the language,change language,none,none
135,wavs/speakers/2BqVo8kVB2Skwgyb/d6207120-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Change system language,change language,none,none
136,wavs/speakers/2BqVo8kVB2Skwgyb/d8f785f0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Open language settings,change language,none,none
137,wavs/speakers/2BqVo8kVB2Skwgyb/db510650-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Set the language,change language,none,none
138,wavs/speakers/2BqVo8kVB2Skwgyb/dddfc780-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Language settings,change language,none,none
139,wavs/speakers/2BqVo8kVB2Skwgyb/e0ec9250-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Set language to Chinese,change language,Chinese,none
140,wavs/speakers/2BqVo8kVB2Skwgyb/e6fc15d0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Set language to Korean,change language,Korean,none
141,wavs/speakers/2BqVo8kVB2Skwgyb/ecd56e20-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Set my device to Chinese,change language,Chinese,none
142,wavs/speakers/2BqVo8kVB2Skwgyb/f13a75f0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,OK now switch the main language to Chinese,change language,Chinese,none
143,wavs/speakers/2BqVo8kVB2Skwgyb/0fd56420-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Set my phone's language to English,change language,English,none
144,wavs/speakers/2BqVo8kVB2Skwgyb/1a7b38a0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,I need to practice my German. Switch the language,change language,German,none
145,wavs/speakers/2BqVo8kVB2Skwgyb/2b43ca80-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,I need to practice my English. Switch the language,change language,English,none
146,wavs/speakers/2BqVo8kVB2Skwgyb/2fb15dd0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,Turn the washroom lights off,deactivate,lights,washroom
