,Unnamed: 0,path,speakerId,transcription,action,object,location
17,16922,wavs/speakers/ro5AaKwypZIqNEp2/1f99bdb0-4481-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,Pause music,deactivate,music,none
18,987,wavs/speakers/aokxBz9LxXHzZzay/45373060-44cd-11e9-a8b6-e96f2628bf65.wav,aokxBz9LxXHzZzay,Turn the volume up,increase,volume,none
19,22965,wavs/speakers/zZezMeg5XvcbRdg3/b88c72b0-45da-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Bedroom lights off,deactivate,lights,bedroom
20,18686,wavs/speakers/WYmlNV2rDkSaALOE/59a06f40-4436-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Lower the volume,decrease,volume,none
21,3606,wavs/speakers/V4ZbwLm9G5irobWn/0dce4b70-4529-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Washroom lights on,activate,lights,washroom
22,8870,wavs/speakers/gvKeNY2D3Rs2jRdL/13024720-4599-11e9-bf4b-216bfa333ac2.wav,gvKeNY2D3Rs2jRdL,Turn volume up,increase,volume,none
23,20694,wavs/speakers/xwzgmmv5ZOiVaxXz/da3e5000-4539-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Lights off,deactivate,lights,none
24,22536,wavs/speakers/zwKdl7Z2VRudGj2L/4a2d4a70-4516-11e9-9035-7943ec3b842a.wav,zwKdl7Z2VRudGj2L,Increase the temperature in the bathroom,increase,heat,washroom
25,4409,wavs/speakers/AvR9dePW88IynbaE/443a4740-4524-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Bring juice,bring,juice,none
26,10621,wavs/speakers/KqDyvgWm4Wh8ZDM7/130d8310-44db-11e9-a8b6-e96f2628bf65.wav,KqDyvgWm4Wh8ZDM7,Turn the temperature down in the washroom,decrease,heat,washroom
27,1184,wavs/speakers/D4jGxZ7KamfVo4E2V/f4cf9630-45d0-11e9-9992-dfba019cb646.wav,D4jGxZ7KamfVo4E2V,Stop music,deactivate,music,none
28,9885,wavs/speakers/KLa5k73rZvSlv82X/64fb2d30-45e9-11e9-b578-494a5b19ab8b.wav,KLa5k73rZvSlv82X,Bedroom lights off,deactivate,lights,bedroom
29,15297,wavs/speakers/qNY4Qwveojc8jlm4/43fb0a10-44d1-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,OK now switch the main language to Chinese,change language,Chinese,none
30,22022,wavs/speakers/zaEBPeMY4NUbDnZy/9f629fa0-44de-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Decrease the heating in the washroom,decrease,heat,washroom
31,364,wavs/speakers/4BrX8aDqK2cLZRYl/b711ec70-4531-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Increase the temperature,increase,heat,none
32,13420,wavs/speakers/ObdQbr9wyDfbmW4E/6a74b030-4452-11e9-beaa-1f3e1eab7bff.wav,ObdQbr9wyDfbmW4E,Decrease the temperature in the bedroom,decrease,heat,bedroom
33,3594,wavs/speakers/anvKyBjB5OiP5dYZ/d7da2a00-4575-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Turn the volume down,decrease,volume,none
34,684,wavs/speakers/2ojo7YRL7Gck83Z3/6bb8b2b0-45e3-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Turn the heat up in the washroom,increase,heat,washroom
35,5923,wavs/speakers/d3erpmyk9yFlVyrZ/cf2cc050-4608-11e9-bc65-55b32b211b66.wav,d3erpmyk9yFlVyrZ,Turn the heat down in the washroom,decrease,heat,washroom
36,18301,wavs/speakers/W7LeKXje7QhZlLKe/bfc9f9e0-4561-11e9-9600-8f19ade2128c.wav,W7LeKXje7QhZlLKe,Quieter,decrease,volume,none
37,9016,wavs/speakers/Gym5dABePPHA8mZK9/6ae3d580-45ee-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Turn the bathroom lights on,activate,lights,washroom
38,11564,wavs/speakers/M4ybygBlWqImBn9oZ/e29a60f0-454c-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Turn off the music,deactivate,music,none
39,1630,wavs/speakers/5BEzPgPKe8taG9OB/ac7df5d0-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,I need to practice my German. Switch the language,change language,German,none
40,3581,wavs/speakers/V4ZbwLm9G5irobWn/c52a1a70-4528-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Switch on the lamp,activate,lamp,none
41,12160,wavs/speakers/mor8vDGkaOHzLLWBp/88f7e910-4541-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Turn the heat down in the kitchen,decrease,heat,kitchen
42,7469,wavs/speakers/eLQ3mNg27GHLkDej/c8212dd0-453d-11e9-b1e4-e5985dca719e.wav,eLQ3mNg27GHLkDej,Turn the temperature up in the bathroom,increase,heat,washroom
43,16464,wavs/speakers/RjDBre8jzzhdr4YL/890ec7c0-4415-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Turn the heat down in the washroom,decrease,heat,washroom
44,15294,wavs/speakers/qNY4Qwveojc8jlm4/3d326fc0-44d1-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Set language to Korean,change language,Korean,none
45,1059,wavs/speakers/52XVOeXMXYuaElyw/8c2d1010-45c8-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Resume,activate,music,none
46,16697,wavs/speakers/RjDBre8jzzhdr4YL/c93fcca0-441e-11e9-beaa-1f3e1eab7bff.wav,RjDBre8jzzhdr4YL,Stop music,deactivate,music,none
47,17184,wavs/speakers/ro5AaKwypZIqNEp2/7f50d840-4483-11e9-a9a5-5dbec3b8816a.wav,ro5AaKwypZIqNEp2,Switch the language,change language,none,none
48,2456,wavs/speakers/ppymZZDb2Bf4NQnE/c69dd3b0-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Lower the volume,decrease,volume,none
49,553,wavs/speakers/7B4XmNppyrCK977p/7d76c6f0-45c9-11e9-8ec0-7bf21d1cfe30.wav,7B4XmNppyrCK977p,Turn off the lights in the bedroom,deactivate,lights,bedroom
50,3258,wavs/speakers/9EWlVBQo9rtqRYdy/ee532470-45ee-11e9-aa19-e96346c3828f.wav,9EWlVBQo9rtqRYdy,Switch the bedroom lights on,activate,lights,bedroom
51,9581,wavs/speakers/jgxq52DoPpsR9ZRx/ad078180-4519-11e9-9035-7943ec3b842a.wav,jgxq52DoPpsR9ZRx,Switch on the lights,activate,lights,none
52,2184,wavs/speakers/mj4BWeRbp7ildyB9d/473b4380-452a-11e9-a843-8db76f4b5e29.wav,mj4BWeRbp7ildyB9d,Set language to Chinese,change language,Chinese,none
53,10674,wavs/speakers/kxgXN97ALmHbaezp/2cc299c0-4464-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Turn down the temperature,decrease,heat,none
54,9209,wavs/speakers/Gym5dABePPHA8mZK9/11e31380-45f1-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Too quiet,increase,volume,none
55,2935,wavs/speakers/8e5qRjN7dGuovkRY/1e017020-45a2-11e9-bf4b-216bfa333ac2.wav,8e5qRjN7dGuovkRY,Switch language,change language,none,none
56,15787,wavs/speakers/R3mexpM2YAtdPbL7/fa29c9f0-4500-11e9-a1ea-79ca03012c0e.wav,R3mexpM2YAtdPbL7,Set my phone's language to Korean,change language,Korean,none
57,14972,wavs/speakers/qNY4Qwveojc8jlm4/887cc1e0-44ce-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Turn up the bathroom temperature,increase,heat,washroom
58,9109,wavs/speakers/Gym5dABePPHA8mZK9/840d1160-45ef-11e9-aa19-e96346c3828f.wav,Gym5dABePPHA8mZK9,Decrease the heating in the washroom,decrease,heat,washroom
59,16516,wavs/speakers/RjDBre8jzzhdr4YL/c21005b0-4416-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,OK now switch the main language to Korean,change language,Korean,none
60,21479,wavs/speakers/Z7BXPnplxGUjZdmBZ/d37e9550-44f7-11e9-a1ea-79ca03012c0e.wav,Z7BXPnplxGUjZdmBZ,Volume lower,decrease,volume,none
61,15283,wavs/speakers/qNY4Qwveojc8jlm4/27a10b30-44d1-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Allow a different language,change language,none,none
62,14089,wavs/speakers/oRrwPDNPlAieQr8Q/013b7830-4522-11e9-a843-8db76f4b5e29.wav,oRrwPDNPlAieQr8Q,Set my phone's language to German,change language,German,none
63,14859,wavs/speakers/qNY4Qwveojc8jlm4/5ecda270-44cd-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Change language,change language,none,none
64,6041,wavs/speakers/d3erpmyk9yFlVyrZ/5fabf400-460b-11e9-bc65-55b32b211b66.wav,d3erpmyk9yFlVyrZ,Turn the bathroom lights on,activate,lights,washroom
65,4443,wavs/speakers/AvR9dePW88IynbaE/94c15c30-4524-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Set my phone's language to Korean,change language,Korean,none
66,11818,wavs/speakers/mor8vDGkaOHzLLWBp/d70f8170-453d-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Lights on in the kitchen,activate,lights,kitchen
67,13629,wavs/speakers/ObdQbr9wyDfbmW4E/fbe03fb0-4454-11e9-beaa-1f3e1eab7bff.wav,ObdQbr9wyDfbmW4E,Bring my socks,bring,socks,none
68,7931,wavs/speakers/G3QxQd7qGRuXAZda/4d0a66c0-45e7-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn the kitchen temperature down,decrease,heat,kitchen
69,16398,wavs/speakers/RjDBre8jzzhdr4YL/94c051d0-4413-11e9-85a0-dd11eb2f13b6.wav,RjDBre8jzzhdr4YL,Volume mute,decrease,volume,none
70,8159,wavs/speakers/G3QxQd7qGRuXAZda/a79f1cf0-45e9-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Decrease the heating in the kitchen,decrease,heat,kitchen
71,3756,wavs/speakers/V4ZbwLm9G5irobWn/fb756ab0-452a-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Bring my socks,bring,socks,none
72,14931,wavs/speakers/qNY4Qwveojc8jlm4/225f8d70-44ce-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Turn volume down,decrease,volume,none
73,7291,wavs/speakers/EExgNZ9dvgTE3928/079cb9c0-4615-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Set language to English,change language,English,none
74,20,wavs/speakers/4BrX8aDqK2cLZRYl/13d2ae90-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the temperature up,increase,heat,none
75,17370,wavs/speakers/Rq9EA8dEeZcEwada2/5906fa00-45d9-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Kitchen heat up,increase,heat,kitchen
76,11064,wavs/speakers/kxgXN97ALmHbaezp/b833a270-4468-11e9-beaa-1f3e1eab7bff.wav,kxgXN97ALmHbaezp,Bring me the newspaper,bring,newspaper,none
77,2116,wavs/speakers/73bEEYMKLwtmVwV43/7c92fa10-452e-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,Stop music,deactivate,music,none
78,1563,wavs/speakers/5BEzPgPKe8taG9OB/22db20a0-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Decrease the heating in the bedroom,decrease,heat,bedroom
79,13888,wavs/speakers/oRrwPDNPlAieQr8Q/2a19b740-451c-11e9-9035-7943ec3b842a.wav,oRrwPDNPlAieQr8Q,Volume down,decrease,volume,none
80,12652,wavs/speakers/n5XllaB4gZFwZXkBz/734c0750-45f4-11e9-aa19-e96346c3828f.wav,n5XllaB4gZFwZXkBz,Turn down the washroom temperature,decrease,heat,washroom
81,21891,wavs/speakers/zaEBPeMY4NUbDnZy/96349050-44d9-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Turn the kitchen lights on,activate,lights,kitchen
82,5679,wavs/speakers/d2waAp3pEjiWgrDEY/a842f490-4519-11e9-9035-7943ec3b842a.wav,d2waAp3pEjiWgrDEY,Turn off the lights in the bedroom,deactivate,lights,bedroom
83,2454,wavs/speakers/ppymZZDb2Bf4NQnE/c19fc030-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,Quieter,decrease,volume,none
84,1805,wavs/speakers/NgQEvO2x7Vh3xy2xz/9d265210-45cc-11e9-9992-dfba019cb646.wav,NgQEvO2x7Vh3xy2xz,Play the music,activate,music,none
85,14936,wavs/speakers/qNY4Qwveojc8jlm4/2af6f450-44ce-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Quieter,decrease,volume,none
86,21227,wavs/speakers/YbmvamEWQ8faDPx2/c730a020-45e9-11e9-b578-494a5b19ab8b.wav,YbmvamEWQ8faDPx2,Turn the heat down,decrease,heat,none
87,17857,wavs/speakers/W4XOzzNEbrtZz4dW/b0799d70-44cf-11e9-a8b6-e96f2628bf65.wav,W4XOzzNEbrtZz4dW,Far too quiet,increase,volume,none
88,22818,wavs/speakers/zZezMeg5XvcbRdg3/007179c0-45d8-11e9-81ce-69b74fd7e64e.wav,zZezMeg5XvcbRdg3,Decrease the heating in the bedroom,decrease,heat,bedroom
89,12960,wavs/speakers/NWAAAQQZDXC5b9Mk/0ba501b0-444b-11e9-beaa-1f3e1eab7bff.wav,NWAAAQQZDXC5b9Mk,Turn the lights off,deactivate,lights,none
90,2077,wavs/speakers/73bEEYMKLwtmVwV43/fb4be250-452d-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,Bathroom heat up,increase,heat,washroom
91,21221,wavs/speakers/YbmvamEWQ8faDPx2/b3a2d3c0-45e9-11e9-b578-494a5b19ab8b.wav,YbmvamEWQ8faDPx2,Turn the temperature up,increase,heat,none
92,4554,wavs/speakers/AY5e3mMgZkIyG3Ox/2957f350-446b-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Lower the volume,decrease,volume,none
93,7639,wavs/speakers/g2dnA9Wpvzi2WAmZ/5bebc250-4548-11e9-aa52-bf2189a03a60.wav,g2dnA9Wpvzi2WAmZ,Turn up the heat in the kitchen,increase,heat,kitchen
94,1541,wavs/speakers/5BEzPgPKe8taG9OB/ebb89850-457e-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn up the heat in the bathroom,increase,heat,washroom
95,13563,wavs/speakers/ObdQbr9wyDfbmW4E/45726fa0-4454-11e9-beaa-1f3e1eab7bff.wav,ObdQbr9wyDfbmW4E,Could you increase the heating?,increase,heat,none
96,17335,wavs/speakers/Rq9EA8dEeZcEwada2/e7986ed0-45d8-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Too quiet,increase,volume,none
97,19806,wavs/speakers/xRQE5VD7rRHVdyvM/762fa010-45c4-11e9-8ec0-7bf21d1cfe30.wav,xRQE5VD7rRHVdyvM,Switch on the kitchen lights,activate,lights,kitchen
98,17329,wavs/speakers/Rq9EA8dEeZcEwada2/d808ab10-45d8-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Increase the volume,increase,volume,none
99,7491,wavs/speakers/eLQ3mNg27GHLkDej/08b02040-453e-11e9-b1e4-e5985dca719e.wav,eLQ3mNg27GHLkDej,Turn the bedroom heat down,decrease,heat,bedroom
100,2147,wavs/speakers/mj4BWeRbp7ildyB9d/d58771f0-4529-11e9-a843-8db76f4b5e29.wav,mj4BWeRbp7ildyB9d,Stop music,deactivate,music,none
101,14887,wavs/speakers/qNY4Qwveojc8jlm4/b826b640-44cd-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Turn on the lights in the bedroom,activate,lights,bedroom
102,666,wavs/speakers/2ojo7YRL7Gck83Z3/38ec3e10-45e3-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Heat up,increase,heat,none
103,595,wavs/speakers/8B9N9jOOXGUordVG/9428a5f0-45e5-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Turn it down,decrease,volume,none
104,3772,wavs/speakers/anvKyBjB5OiP5dYZ/dd52b2c0-4577-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Go get me some juice,bring,juice,none
105,6895,wavs/speakers/DWmlpyg93YCXAXgE/62e80050-4507-11e9-a1ea-79ca03012c0e.wav,DWmlpyg93YCXAXgE,Kitchen lights off,deactivate,lights,kitchen
106,12110,wavs/speakers/mor8vDGkaOHzLLWBp/1000f600-4541-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Volume lower,decrease,volume,none
107,14867,wavs/speakers/qNY4Qwveojc8jlm4/84e7a9b0-44cd-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Turn the heat up,increase,heat,none
108,2457,wavs/speakers/7NEaXjeLX3sg3yDB/7ef5d830-454d-11e9-aa52-bf2189a03a60.wav,7NEaXjeLX3sg3yDB,Bedroom lights on,activate,lights,bedroom
109,702,wavs/speakers/8B9N9jOOXGUordVG/5e8bc150-45e7-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Bring shoes,bring,shoes,none
110,3378,wavs/speakers/9EWlVBQo9rtqRYdy/310576a0-45f0-11e9-aa19-e96346c3828f.wav,9EWlVBQo9rtqRYdy,Turn the bedroom heat down,decrease,heat,bedroom
111,12211,wavs/speakers/mor8vDGkaOHzLLWBp/f9d271a0-4541-11e9-b1e4-e5985dca719e.wav,mor8vDGkaOHzLLWBp,Go get me my shoes,bring,shoes,none
112,19708,wavs/speakers/xRQE5VD7rRHVdyvM/71ea23a0-45c3-11e9-8ec0-7bf21d1cfe30.wav,xRQE5VD7rRHVdyvM,Stop music,deactivate,music,none
113,8133,wavs/speakers/G3QxQd7qGRuXAZda/5eab1e40-45e9-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,Turn the bedroom heat up,increase,heat,bedroom
114,311,wavs/speakers/2ojo7YRL7Gck83Z3/688edc40-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,Turn the volume down,decrease,volume,none
115,19397,wavs/speakers/xPZw23VxroC3N34k/be2ab780-450e-11e9-9539-7f047cfe24d1.wav,xPZw23VxroC3N34k,Turn the sound up,increase,volume,none
116,750,wavs/speakers/2ojo7YRL7Gck83Z3/06ab6040-45e6-11e9-b578-494a5b19ab8b.wav,2ojo7YRL7Gck83Z3,Go get me my socks,bring,socks,none
117,2981,wavs/speakers/9EWlVBQo9rtqRYdy/11ad01a0-45ec-11e9-aa19-e96346c3828f.wav,9EWlVBQo9rtqRYdy,Turn the heat up,increase,heat,none
118,11578,wavs/speakers/M4ybygBlWqImBn9oZ/13d7aa10-454d-11e9-aa52-bf2189a03a60.wav,M4ybygBlWqImBn9oZ,Switch the lights on,activate,lights,none
119,2509,wavs/speakers/8e5qRjN7dGuovkRY/40af2fd0-4594-11e9-9600-8f19ade2128c.wav,8e5qRjN7dGuovkRY,Turn on the lamp,activate,lamp,none
120,66,wavs/speakers/7NqqnAOPVVSKnxyv/1624fdf0-4628-11e9-bc65-55b32b211b66.wav,7NqqnAOPVVSKnxyv,Switch the lights off,deactivate,lights,none
121,10626,wavs/speakers/KqDyvgWm4Wh8ZDM7/34850450-44db-11e9-a8b6-e96f2628bf65.wav,KqDyvgWm4Wh8ZDM7,Turn the heat down in the bathroom,decrease,heat,washroom
122,4332,wavs/speakers/AvR9dePW88IynbaE/7c793180-4523-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Heat up,increase,heat,none
123,20687,wavs/speakers/xwzgmmv5ZOiVaxXz/c7fe1240-4539-11e9-b1e4-e5985dca719e.wav,xwzgmmv5ZOiVaxXz,Pause the music,deactivate,music,none
124,8003,wavs/speakers/G3QxQd7qGRuXAZda/1ccff230-45e8-11e9-b578-494a5b19ab8b.wav,G3QxQd7qGRuXAZda,I need to practice my English. Switch the language,change language,English,none
125,21882,wavs/speakers/zaEBPeMY4NUbDnZy/557984d0-44d9-11e9-a8b6-e96f2628bf65.wav,zaEBPeMY4NUbDnZy,Lamp off,deactivate,lamp,none
126,1177,wavs/speakers/5BEzPgPKe8taG9OB/87b571a0-457b-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,Turn up the temperature,increase,heat,none
127,120,wavs/speakers/4BrX8aDqK2cLZRYl/6ad86710-452e-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Increase the temperature,increase,heat,none
128,17312,wavs/speakers/Rq9EA8dEeZcEwada2/a9780b60-45d8-11e9-81ce-69b74fd7e64e.wav,Rq9EA8dEeZcEwada2,Turn off the lights in the bedroom,deactivate,lights,bedroom
129,10602,wavs/speakers/KqDyvgWm4Wh8ZDM7/f11caff0-44d6-11e9-a8b6-e96f2628bf65.wav,KqDyvgWm4Wh8ZDM7,"It’s too loud, turn it down",decrease,volume,none
130,1067,wavs/speakers/52XVOeXMXYuaElyw/9e767590-45c8-11e9-8ec0-7bf21d1cfe30.wav,52XVOeXMXYuaElyw,Volume up,increase,volume,none
131,15190,wavs/speakers/qNY4Qwveojc8jlm4/5a58b4c0-44d0-11e9-a8b6-e96f2628bf65.wav,qNY4Qwveojc8jlm4,Could you increase the heating?,increase,heat,none
132,17947,wavs/speakers/W4XOzzNEbrtZz4dW/e9125590-44d0-11e9-a8b6-e96f2628bf65.wav,W4XOzzNEbrtZz4dW,Play music,activate,music,none
133,17746,wavs/speakers/rwqzgZjbPaf5dmbL/06d84f10-44a6-11e9-a9a5-5dbec3b8816a.wav,rwqzgZjbPaf5dmbL,Volume lower,decrease,volume,none
134,7146,wavs/speakers/EExgNZ9dvgTE3928/8fb6ac60-4612-11e9-bc65-55b32b211b66.wav,EExgNZ9dvgTE3928,Lights on in the kitchen,activate,lights,kitchen
135,4433,wavs/speakers/AvR9dePW88IynbaE/791d66e0-4524-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Set language to German,change language,German,none
136,4076,wavs/speakers/AvR9dePW88IynbaE/871f29e0-451f-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Put on the music,activate,music,none
137,7326,wavs/speakers/eL2w4ZBD7liA85wm/ca81dcd0-440e-11e9-85a0-dd11eb2f13b6.wav,eL2w4ZBD7liA85wm,Turn the temperature up,increase,heat,none
138,18800,wavs/speakers/WYmlNV2rDkSaALOE/7cf74cf0-4438-11e9-beaa-1f3e1eab7bff.wav,WYmlNV2rDkSaALOE,Change system language,change language,none,none
139,3326,wavs/speakers/V4ZbwLm9G5irobWn/6b6a7970-4524-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,Turn the temperature down,decrease,heat,none
140,864,wavs/speakers/8B9N9jOOXGUordVG/f18c21a0-45e9-11e9-b578-494a5b19ab8b.wav,8B9N9jOOXGUordVG,Increase the temperature in the kitchen,increase,heat,kitchen
141,19501,wavs/speakers/xPZw23VxroC3N34k/a3659730-4513-11e9-9539-7f047cfe24d1.wav,xPZw23VxroC3N34k,Bring me my socks,bring,socks,none
142,8325,wavs/speakers/gNYvkbx3gof2Y3V9/89f30900-44e0-11e9-bb82-bdba769643e7.wav,gNYvkbx3gof2Y3V9,Quieter,decrease,volume,none
143,4217,wavs/speakers/AvR9dePW88IynbaE/b9f3c9f0-4521-11e9-a843-8db76f4b5e29.wav,AvR9dePW88IynbaE,Allow a different language,change language,none,none
144,320,wavs/speakers/4BrX8aDqK2cLZRYl/24e1e990-4531-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the bedroom lights off,deactivate,lights,bedroom
145,3818,wavs/speakers/anvKyBjB5OiP5dYZ/5e6d6350-4578-11e9-9600-8f19ade2128c.wav,anvKyBjB5OiP5dYZ,Resume,activate,music,none
146,4719,wavs/speakers/AY5e3mMgZkIyG3Ox/ae42a230-446c-11e9-beaa-1f3e1eab7bff.wav,AY5e3mMgZkIyG3Ox,Play the music,activate,music,none
